fips,total_pop_age_sex,median_age,sex_ratio_males,under_18_percent,over_18_percent,over_65_percent,county,state,total_hh,median_hh_income,mean_hh_income,total_families,median_family_income,mean_family_income,tot_pop_race_ethnicity,tot_white,tot_black_af_am,tot_aminalnat,tot_asian,tot_hawopi,total_pop_poverty,pop_below_poverty,percent_below_poverty,smoking_ban_2010,asian_2019,avg_family_size_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_limited_english_2019,housing_mobile_homes_2019,hs_grad_2019,median_household_income_2019,median_individual_income_2019,native_2019,other_single_race_2019,pac_isl_2019,persons_per_household_2019,pop_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,rural_urban_continuum_code_2013,Metro2013,retirement_destination_2015_update,metro_adjacent_2013,average_2011_upper_bound_pct_obesity,FIPS,heart_disease_prev_100K
48001,57810.0,39.3,155.7,19.5,80.5,14.3,Anderson County, Texas,16677.0,43455.0,56912.0,11602.0,53519.0,64282.0,57810.0,42217.0,12124.0,317.0,321.0,9.0,44348.0,6598.0,14.9,none,0.6,3.21,21.0,17.8,67.9,63.0,73.9,16677.0,3.2,30.4,81.3,43455.0,23143.0,0.5,3.3,0.0,2.66,57810.0,3.3,14.5,8.7,73.0,58.9,7.0,0.0,0.0,0.0,43.665,48001,68.34924922126271
48003,18036.0,30.8,103.5,31.5,68.5,10.0,Andrews County, Texas,5573.0,76158.0,92927.0,4273.0,83799.0,102156.0,18036.0,16108.0,122.0,0.0,65.0,31.0,17927.0,1647.0,9.2,none,0.4,3.73,0.7,56.3,86.2,71.6,84.1,5573.0,10.2,25.9,72.3,76158.0,33373.0,0.0,6.1,0.2,3.22,18036.0,3.9,19.8,5.5,89.3,40.2,6.0,0.0,0.0,1.0,46.545,48003,69.64606425255826
48005,87322.0,37.5,95.3,25.7,74.3,15.9,Angelina County, Texas,31035.0,50453.0,63164.0,22700.0,57524.0,70829.0,87322.0,69651.0,12890.0,490.0,975.0,5.0,84680.0,15026.0,17.7,none,1.1,3.17,14.8,22.1,82.3,71.1,78.1,31035.0,2.7,33.8,81.9,50453.0,24657.0,0.6,2.2,0.0,2.72,87322.0,6.2,18.8,8.8,79.8,60.5,5.0,0.0,0.0,0.0,45.275,48005,76.48495019760193
48007,24462.0,50.6,94.8,18.8,81.2,27.4,Aransas County, Texas,9548.0,45137.0,75855.0,6132.0,58299.0,86457.0,24462.0,22115.0,354.0,53.0,489.0,0.0,24070.0,5127.0,21.3,none,2.0,3.16,1.4,27.5,81.8,77.5,78.1,9548.0,2.8,19.8,84.5,45137.0,21631.0,0.2,1.9,0.0,2.52,24462.0,7.5,20.0,12.1,90.4,67.4,2.0,1.0,1.0,0.0,43.945,48007,52.75595470664785
48009,8716.0,44.5,99.5,21.7,78.3,19.5,Archer County, Texas,3452.0,63835.0,83749.0,2402.0,83672.0,99886.0,8716.0,8315.0,83.0,96.0,15.0,0.0,8647.0,1033.0,11.9,none,0.2,3.04,1.0,8.3,75.4,70.5,80.0,3452.0,2.1,16.3,90.3,63835.0,32611.0,1.1,0.5,0.0,2.5,8716.0,2.6,12.9,8.8,95.4,88.3,3.0,1.0,0.0,0.0,43.56,48009,54.97848720091269
48011,1973.0,46.0,99.1,23.1,76.9,21.5,Armstrong County, Texas,694.0,72500.0,83298.0,555.0,79479.0,95079.0,1973.0,1833.0,5.0,22.0,0.0,0.0,1900.0,174.0,9.2,none,0.0,3.08,0.3,7.6,81.6,78.4,79.1,694.0,1.0,12.0,86.9,72500.0,31212.0,1.1,2.1,0.0,2.76,1973.0,0.7,7.3,11.2,92.9,89.4,2.0,1.0,0.0,0.0,41.705,48011,56.04347420273755
48013,49528.0,35.4,99.7,27.5,72.5,14.3,Atascosa County, Texas,15546.0,55366.0,72059.0,11842.0,60968.0,78815.0,49528.0,45761.0,135.0,122.0,173.0,0.0,48704.0,7196.0,14.8,none,0.3,3.66,0.3,64.3,80.2,63.4,83.0,15546.0,7.1,24.7,77.1,55366.0,24278.0,0.2,2.0,0.0,3.16,49528.0,8.2,17.9,8.9,92.4,33.3,1.0,1.0,1.0,0.0,44.615,48013,68.12589895122626
48015,29764.0,40.7,97.3,24.0,76.0,18.7,Austin County, Texas,11301.0,66206.0,78664.0,8434.0,78195.0,88387.0,29764.0,23146.0,2684.0,45.0,111.0,0.0,29491.0,3583.0,12.1,none,0.4,3.05,9.0,26.8,74.3,69.8,78.3,11301.0,3.0,23.8,84.0,66206.0,30570.0,0.2,9.9,0.0,2.61,29764.0,6.2,13.9,5.8,77.8,62.2,1.0,1.0,1.0,0.0,44.195,48015,66.22283279098272
48017,7100.0,33.3,103.5,29.0,71.0,13.9,Bailey County, Texas,2054.0,52273.0,65794.0,1439.0,62517.0,77194.0,7100.0,5949.0,46.0,80.0,57.0,0.0,6743.0,590.0,8.7,none,0.8,3.84,0.6,62.1,70.5,67.3,78.8,2054.0,8.1,25.4,76.9,52273.0,25217.0,1.1,13.6,0.0,3.35,7100.0,2.3,21.2,4.9,83.8,35.5,7.0,0.0,0.0,0.0,45.71,48017,57.1538617416458
48019,22215.0,52.2,101.5,17.1,82.9,26.4,Bandera County, Texas,8399.0,58661.0,73521.0,5852.0,67216.0,83910.0,22215.0,19990.0,154.0,262.0,62.0,0.0,21998.0,3455.0,15.7,none,0.3,3.07,0.7,18.8,81.8,78.5,76.4,8399.0,1.3,15.0,89.3,58661.0,24939.0,1.2,1.3,0.0,2.59,22215.0,4.2,17.3,14.5,90.0,77.8,1.0,1.0,1.0,0.0,42.93,48019,48.909662177936006
48021,84522.0,38.4,102.6,25.5,74.5,14.6,Bastrop County, Texas,25571.0,64597.0,82676.0,18606.0,76371.0,91363.0,84522.0,57462.0,6298.0,398.0,739.0,0.0,82161.0,9230.0,11.2,none,0.9,3.8,7.5,37.7,80.4,74.1,79.5,25571.0,2.5,22.3,81.9,64597.0,30057.0,0.5,20.6,0.0,3.22,84522.0,5.4,16.3,11.2,68.0,52.3,1.0,1.0,1.0,0.0,43.095,48021,57.613200394784535
48023,3577.0,45.9,95.4,20.9,79.1,24.2,Baylor County, Texas,1530.0,40739.0,52436.0,938.0,58214.0,67206.0,3577.0,3291.0,123.0,9.0,0.0,40.0,3461.0,406.0,11.7,none,0.0,2.93,3.4,8.5,74.7,71.3,68.8,1530.0,0.6,27.6,85.5,40739.0,22319.0,0.3,2.6,1.1,2.29,3577.0,2.7,14.6,7.8,92.0,86.6,8.0,0.0,0.0,1.0,41.98,48023,67.9043128178182
48025,32611.0,35.3,156.9,21.2,78.8,12.0,Bee County, Texas,8269.0,44578.0,63623.0,5752.0,49952.0,71182.0,32611.0,28172.0,2399.0,164.0,176.0,4.0,24846.0,5120.0,20.6,none,0.5,3.72,7.4,58.9,62.9,61.3,76.5,8269.0,2.8,37.3,75.4,44578.0,20371.0,0.5,1.7,0.0,3.0,32611.0,9.0,19.2,8.9,86.4,31.4,6.0,0.0,0.0,1.0,47.05,48025,61.36103866726421
48027,348574.0,31.0,99.5,27.8,72.2,10.6,Bell County, Texas,122689.0,54884.0,71507.0,84974.0,64505.0,80881.0,348574.0,220872.0,84435.0,1969.0,10282.0,2392.0,337083.0,46752.0,13.9,none,2.9,3.34,24.2,24.8,85.0,81.1,82.2,122689.0,3.0,45.7,91.0,54884.0,29284.0,0.6,2.8,0.7,2.75,348574.0,7.3,12.1,21.4,63.4,45.8,2.0,1.0,1.0,0.0,40.505,48027,63.606353957864286
48029,1952843.0,33.6,97.5,25.7,74.3,11.8,Bexar County, Texas,636245.0,57157.0,78311.0,421257.0,68037.0,90079.0,1952843.0,1549704.0,149706.0,14054.0,55742.0,2288.0,1919412.0,301755.0,15.7,none,2.9,3.78,7.7,60.2,81.3,74.4,83.4,636245.0,6.8,41.5,84.2,57157.0,27976.0,0.7,5.9,0.1,3.02,1952843.0,4.9,15.2,10.2,79.4,27.7,1.0,1.0,0.0,0.0,42.055,48029,59.82199390682619
48031,11478.0,50.4,106.9,18.3,81.7,25.0,Blanco County, Texas,4343.0,66390.0,92547.0,3139.0,70767.0,105287.0,11478.0,10256.0,3.0,194.0,165.0,42.0,11265.0,1015.0,9.0,none,1.4,3.05,0.0,19.4,85.3,79.8,82.3,4343.0,1.7,21.4,90.1,66390.0,30193.0,1.7,3.5,0.4,2.62,11478.0,5.8,16.6,12.2,89.4,77.0,8.0,0.0,1.0,1.0,38.78,48031,57.02481462429368
48033,613.0,41.7,91.6,29.2,70.8,27.2,Borden County, Texas,227.0,72188.0,88236.0,166.0,96071.0,100122.0,613.0,598.0,0.0,0.0,0.0,0.0,613.0,16.0,2.6,,0.0,3.28,0.0,13.7,79.7,81.1,83.7,227.0,0.0,24.2,94.7,72188.0,35926.0,0.0,0.0,0.0,2.7,613.0,2.0,5.5,7.8,97.6,83.8,8.0,0.0,0.0,1.0,42.66,48033,45.77350215042083
48035,18296.0,46.6,97.1,21.3,78.7,24.6,Bosque County, Texas,7211.0,52148.0,67280.0,5347.0,61222.0,75070.0,18296.0,17318.0,301.0,105.0,100.0,0.0,17890.0,2823.0,15.8,none,0.5,2.88,1.6,18.3,74.7,68.9,75.9,7211.0,2.4,22.6,86.5,52148.0,26155.0,0.6,0.7,0.0,2.49,18296.0,3.5,17.3,8.3,94.7,77.8,6.0,0.0,1.0,1.0,43.74,48035,65.98887765876201
48037,93373.0,38.0,101.2,23.7,76.3,16.4,Bowie County, Texas,34076.0,50164.0,71353.0,23034.0,62071.0,85335.0,93373.0,64586.0,22879.0,879.0,983.0,44.0,87652.0,14534.0,16.6,none,1.1,3.19,24.5,7.6,72.4,65.4,71.1,34076.0,0.8,36.5,88.8,50164.0,27641.0,0.9,1.5,0.0,2.57,93373.0,5.6,13.8,10.0,69.2,63.8,3.0,1.0,0.0,0.0,43.885,48037,71.21365817682278
48039,360677.0,35.8,102.2,26.5,73.5,11.6,Brazoria County, Texas,121523.0,81447.0,100131.0,88881.0,94650.0,113327.0,360677.0,261164.0,50437.0,2401.0,24110.0,47.0,348507.0,30317.0,8.7,none,6.7,3.41,14.0,30.6,87.1,80.5,86.1,121523.0,4.0,27.9,87.9,81447.0,40496.0,0.7,4.0,0.0,2.87,360677.0,4.1,14.0,6.6,72.4,47.2,1.0,1.0,0.0,0.0,40.375,48039,59.150738711031806
48041,222981.0,26.5,102.1,20.6,79.4,8.9,Brazos County, Texas,79412.0,49181.0,73324.0,44793.0,72223.0,96734.0,222981.0,171189.0,23807.0,798.0,13711.0,123.0,207176.0,50496.0,24.4,none,6.1,3.18,10.7,25.6,81.9,81.9,87.6,79412.0,5.6,52.9,87.2,49181.0,24118.0,0.4,3.0,0.1,2.61,222981.0,3.6,12.3,4.7,76.8,55.8,3.0,1.0,1.0,0.0,40.905,48041,57.88280649426207
48043,9231.0,43.7,101.4,19.2,80.8,22.4,Brewster County, Texas,4088.0,47080.0,63082.0,2233.0,65841.0,82612.0,9231.0,8352.0,19.0,225.0,170.0,0.0,8987.0,1254.0,14.0,none,1.8,2.96,0.2,44.8,76.5,68.7,75.3,4088.0,7.6,42.2,85.7,47080.0,27435.0,2.4,2.4,0.0,2.23,9231.0,4.2,16.0,9.1,90.5,50.3,7.0,0.0,0.0,0.0,41.065,48043,50.9536417564782
48045,1457.0,46.4,123.1,16.3,83.7,25.5,Briscoe County, Texas,602.0,40227.0,55863.0,374.0,54300.0,68756.0,1457.0,1256.0,12.0,0.0,0.0,22.0,1427.0,233.0,16.3,none,0.0,2.92,0.8,35.6,70.9,65.1,69.1,602.0,1.7,30.7,86.1,40227.0,24375.0,0.0,1.8,1.5,2.42,1457.0,5.4,23.1,8.9,86.2,58.0,9.0,0.0,0.0,0.0,43.785,48045,63.70357854561848
48047,7141.0,29.7,114.2,26.5,73.5,14.6,Brooks County, Texas,2120.0,28333.0,41308.0,1426.0,31385.0,48448.0,7141.0,6450.0,48.0,68.0,0.0,0.0,6573.0,2724.0,41.4,none,0.0,3.74,0.7,93.1,60.7,37.8,71.0,2120.0,8.7,38.7,68.8,28333.0,14471.0,1.0,6.3,0.0,3.11,7141.0,12.3,22.5,3.8,90.3,6.7,7.0,0.0,0.0,0.0,52.61,48047,71.23177554200768
48049,37855.0,41.5,97.4,22.2,77.8,19.5,Brown County, Texas,14409.0,48365.0,69577.0,9572.0,61889.0,82803.0,37855.0,34554.0,1426.0,203.0,270.0,0.0,36136.0,4545.0,12.6,none,0.7,3.09,3.8,22.2,75.8,67.6,75.5,14409.0,2.0,27.5,87.2,48365.0,25515.0,0.5,1.4,0.0,2.5,37855.0,3.2,14.5,9.8,91.3,71.6,5.0,0.0,0.0,0.0,42.24,48049,74.00955902206067
48051,18058.0,43.3,98.3,22.2,77.8,20.4,Burleson County, Texas,6810.0,57731.0,75799.0,4752.0,72225.0,89083.0,18058.0,14421.0,2395.0,69.0,7.0,0.0,17771.0,2095.0,11.8,none,0.0,3.17,13.3,20.7,73.1,64.1,74.2,6810.0,1.5,21.8,82.5,57731.0,30170.0,0.4,4.1,0.0,2.63,18058.0,3.9,15.2,8.7,79.9,64.7,3.0,1.0,0.0,0.0,46.67,48051,60.90201573272243
48053,46530.0,44.6,97.7,21.4,78.6,21.9,Burnet County, Texas,16743.0,59492.0,81163.0,12281.0,70806.0,93636.0,46530.0,42519.0,815.0,178.0,400.0,21.0,45910.0,4661.0,10.2,none,0.9,3.21,1.8,22.2,78.6,77.4,79.9,16743.0,2.0,22.8,88.3,59492.0,27425.0,0.4,3.9,0.0,2.74,46530.0,4.3,15.3,11.0,91.4,73.6,6.0,0.0,1.0,1.0,39.995,48053,51.56760043460504
48055,42144.0,35.9,102.3,24.1,75.9,13.7,Caldwell County, Texas,13460.0,54152.0,73546.0,9619.0,62105.0,80519.0,42144.0,34069.0,2561.0,247.0,423.0,53.0,39956.0,7541.0,18.9,none,1.0,3.37,6.1,52.2,69.8,59.1,78.1,13460.0,7.3,32.6,78.2,54152.0,27173.0,0.6,10.0,0.1,2.84,42144.0,2.6,23.4,6.8,80.8,39.7,1.0,1.0,0.0,0.0,45.96,48055,53.66477524345026
48057,21668.0,37.7,104.7,24.7,75.3,17.4,Calhoun County, Texas,7582.0,58776.0,72536.0,5135.0,70735.0,80694.0,21668.0,18645.0,597.0,19.0,1183.0,7.0,21351.0,2923.0,13.7,comprehensive,5.5,3.44,2.8,48.9,78.8,69.1,77.4,7582.0,7.2,27.2,79.3,58776.0,26914.0,0.1,1.6,0.0,2.82,21668.0,5.1,19.1,7.7,86.0,42.3,6.0,0.0,0.0,1.0,44.045,48057,56.83440709580706
48059,13856.0,44.2,99.2,22.4,77.6,20.6,Callahan County, Texas,5367.0,48651.0,62737.0,3408.0,63524.0,79203.0,13856.0,13058.0,126.0,5.0,69.0,0.0,13707.0,1462.0,10.7,none,0.5,3.29,0.9,9.6,71.4,66.1,69.0,5367.0,0.6,17.9,88.2,48651.0,26843.0,0.0,1.2,0.0,2.57,13856.0,3.4,17.9,10.8,94.2,86.0,3.0,1.0,0.0,0.0,42.53,48059,66.96215709112809
48061,421666.0,31.7,94.6,30.8,69.2,13.2,Cameron County, Texas,124605.0,38758.0,55520.0,97748.0,44593.0,60520.0,421666.0,397718.0,2441.0,982.0,2900.0,70.0,418195.0,120764.0,28.9,partial,0.7,3.89,0.6,89.7,57.5,54.5,73.3,124605.0,16.2,34.1,67.9,38758.0,19933.0,0.2,3.4,0.0,3.36,421666.0,5.5,28.4,4.4,94.3,9.0,2.0,1.0,0.0,0.0,48.81,48061,51.94894900662773
48063,12878.0,37.6,94.8,26.4,73.6,18.5,Camp County, Texas,4605.0,48207.0,60622.0,3314.0,58455.0,70803.0,12878.0,9341.0,2136.0,58.0,56.0,0.0,12815.0,2372.0,18.5,none,0.4,3.33,16.6,25.0,65.4,58.1,68.4,4605.0,3.1,27.6,87.2,48207.0,25628.0,0.5,7.1,0.0,2.78,12878.0,6.5,17.0,8.5,72.5,55.8,6.0,0.0,0.0,1.0,47.875,48063,70.46455096907182
48065,6009.0,40.6,93.1,24.6,75.4,18.3,Carson County, Texas,2288.0,74872.0,89245.0,1602.0,96535.0,106961.0,6009.0,5657.0,48.0,97.0,22.0,0.0,5937.0,493.0,8.3,none,0.4,3.13,0.8,9.9,76.3,76.9,80.6,2288.0,0.0,19.0,93.3,74872.0,38411.0,1.6,1.0,0.0,2.6,6009.0,1.2,9.9,8.5,94.1,85.7,2.0,1.0,0.0,0.0,42.5,48065,56.8355858378989
48067,30059.0,43.3,93.1,22.6,77.4,21.9,Cass County, Texas,11934.0,44848.0,57311.0,8256.0,54520.0,66456.0,30059.0,23401.0,5195.0,46.0,166.0,1.0,29558.0,5455.0,18.5,none,0.6,3.01,17.3,4.5,69.3,55.4,61.5,11934.0,0.3,20.7,85.9,44848.0,24905.0,0.2,1.8,0.0,2.49,30059.0,6.7,13.7,11.6,77.9,76.3,6.0,0.0,0.0,1.0,46.105,48067,73.81980649477615
48069,7673.0,34.8,100.9,29.1,70.9,15.2,Castro County, Texas,2532.0,50142.0,62964.0,1738.0,61304.0,73635.0,7673.0,6972.0,163.0,14.0,47.0,3.0,7580.0,1038.0,13.7,none,0.6,3.71,2.1,64.6,68.6,53.2,73.7,2532.0,15.4,35.5,74.1,50142.0,28772.0,0.2,2.7,0.0,3.0,7673.0,2.7,23.5,5.5,90.9,32.0,6.0,0.0,0.0,1.0,45.89,48069,63.13412545876972
48071,41305.0,35.2,102.8,28.0,72.0,10.9,Chambers County, Texas,14069.0,91141.0,102629.0,11307.0,105451.0,111856.0,41305.0,36369.0,2997.0,63.0,465.0,0.0,40994.0,4960.0,12.1,none,1.1,3.28,7.3,22.4,84.3,76.6,83.4,14069.0,5.9,17.1,88.5,91141.0,37261.0,0.2,1.2,0.0,2.92,41305.0,4.4,11.3,7.8,88.0,67.0,1.0,1.0,0.0,0.0,43.495000000000005,48071,65.8432612291054
48073,52118.0,37.9,104.1,25.6,74.4,17.0,Cherokee County, Texas,18138.0,48186.0,62730.0,13250.0,57513.0,71069.0,52118.0,42374.0,7092.0,329.0,241.0,43.0,48713.0,8013.0,16.4,none,0.5,3.18,13.6,23.1,72.9,62.0,77.9,18138.0,5.4,28.1,79.0,48186.0,23891.0,0.6,1.9,0.1,2.7,52118.0,5.6,19.0,7.4,81.3,60.7,6.0,0.0,0.0,1.0,46.085,48073,71.579738618716
48075,7253.0,34.5,158.0,17.7,82.3,13.8,Childress County, Texas,2407.0,43181.0,61372.0,1547.0,63298.0,71183.0,7253.0,6189.0,583.0,0.0,76.0,0.0,5738.0,799.0,13.9,none,1.0,3.03,8.0,31.0,73.2,64.4,72.8,2407.0,3.5,40.1,82.0,43181.0,27867.0,0.0,3.3,0.0,2.39,7253.0,5.9,18.1,5.5,85.3,58.5,7.0,0.0,0.0,0.0,43.44499999999999,48075,75.33899955243757
48077,10403.0,46.6,100.5,20.4,79.6,22.8,Clay County, Texas,4105.0,55989.0,71797.0,2855.0,69818.0,84076.0,10403.0,9879.0,52.0,106.0,117.0,0.0,10285.0,1259.0,12.2,none,1.1,3.03,0.5,6.3,75.3,71.6,77.0,4105.0,0.1,15.6,90.5,55989.0,27652.0,1.0,0.8,0.0,2.52,10403.0,5.9,12.6,10.3,95.0,89.8,3.0,1.0,0.0,0.0,43.025000000000006,48077,68.31101521446489
48079,2887.0,35.1,107.4,27.1,72.9,15.8,Cochran County, Texas,998.0,40962.0,58478.0,687.0,58295.0,69678.0,2887.0,2565.0,144.0,2.0,0.0,0.0,2856.0,730.0,25.6,none,0.0,3.46,5.0,58.7,66.0,49.1,67.3,998.0,9.6,21.6,67.7,40962.0,25346.0,0.1,3.6,0.0,2.78,2887.0,7.5,27.3,4.4,88.8,36.1,9.0,0.0,0.0,0.0,47.155,48079,63.70152654608796
48081,3303.0,48.1,99.5,20.9,79.1,28.5,Coke County, Texas,1644.0,45000.0,54420.0,1007.0,64850.0,68971.0,3303.0,2971.0,32.0,22.0,0.0,0.0,3173.0,398.0,12.5,none,0.0,2.45,1.0,21.5,68.7,62.2,76.2,1644.0,2.8,25.9,83.7,45000.0,25556.0,0.7,7.6,0.0,1.95,3303.0,2.1,14.8,7.6,89.9,76.2,8.0,0.0,0.0,1.0,42.6,48081,53.61768750196208
48083,8334.0,47.2,107.0,21.4,78.6,24.7,Coleman County, Texas,3423.0,46743.0,63690.0,2127.0,58463.0,74955.0,8334.0,7300.0,134.0,95.0,42.0,4.0,8238.0,1135.0,13.8,none,0.5,3.01,1.6,17.5,70.9,63.3,73.9,3423.0,1.0,25.4,86.5,46743.0,26692.0,1.1,5.4,0.0,2.42,8334.0,3.5,23.2,10.2,87.6,76.8,6.0,0.0,0.0,1.0,44.870000000000005,48083,68.23631030114473
48085,973977.0,36.9,96.8,26.3,73.7,10.7,Collin County, Texas,341163.0,96913.0,123796.0,252724.0,113471.0,140621.0,973977.0,673508.0,94720.0,4560.0,147553.0,762.0,968592.0,60908.0,6.3,none,15.1,3.34,9.7,15.3,92.8,91.1,92.4,341163.0,5.1,35.0,93.8,96913.0,46479.0,0.5,2.3,0.1,2.84,973977.0,3.5,10.4,5.8,69.2,57.0,1.0,1.0,1.0,0.0,33.795,48085,57.15564858074276
48087,2969.0,39.6,101.2,25.1,74.9,17.0,Collingsworth County, Texas,1035.0,39120.0,62878.0,758.0,50096.0,72177.0,2969.0,2283.0,273.0,62.0,0.0,0.0,2904.0,493.0,17.0,none,0.0,3.28,9.2,28.8,69.4,63.1,76.0,1035.0,6.7,24.7,73.9,39120.0,21048.0,2.1,8.7,0.0,2.81,2969.0,7.8,23.3,7.6,76.9,60.1,9.0,0.0,0.0,0.0,46.085,48087,65.78737330750558
48089,21224.0,42.9,99.6,23.5,76.5,21.6,Colorado County, Texas,7450.0,52559.0,73305.0,5034.0,62905.0,86187.0,21224.0,15520.0,2740.0,64.0,5.0,0.0,20787.0,2080.0,10.0,none,0.0,3.5,12.9,29.7,71.8,62.8,71.4,7450.0,3.4,17.6,83.1,52559.0,29522.0,0.3,11.7,0.0,2.8,21224.0,2.7,15.0,6.2,73.1,55.9,6.0,0.0,0.0,1.0,44.635000000000005,48089,63.72959435840537
48091,141642.0,42.2,97.7,22.7,77.3,17.9,Comal County, Texas,51367.0,79936.0,104209.0,38230.0,93758.0,118676.0,141642.0,128737.0,2901.0,376.0,1597.0,44.0,140476.0,10712.0,7.6,none,1.1,3.18,2.0,27.4,89.2,84.3,83.9,51367.0,2.2,25.1,92.6,79936.0,36265.0,0.3,3.3,0.0,2.74,141642.0,3.0,11.5,12.6,90.9,67.5,1.0,1.0,1.0,0.0,39.18000000000001,48091,53.27676946995393
48093,13529.0,44.8,101.0,22.3,77.7,24.0,Comanche County, Texas,5487.0,53516.0,63959.0,3763.0,60879.0,76187.0,13529.0,12684.0,177.0,99.0,82.0,0.0,13224.0,1485.0,11.2,none,0.6,2.96,1.3,27.9,72.6,69.5,73.7,5487.0,3.9,20.0,84.5,53516.0,27745.0,0.7,2.5,0.0,2.43,13529.0,2.4,14.1,8.6,93.8,69.5,7.0,0.0,0.0,0.0,44.475,48093,68.06707019510957
48095,3266.0,45.3,179.6,15.2,84.8,20.0,Concho County, Texas,912.0,47500.0,67689.0,614.0,64025.0,81270.0,3266.0,3157.0,41.0,14.0,13.0,0.0,2195.0,268.0,12.2,none,0.4,3.04,1.3,45.1,75.1,70.0,67.3,912.0,2.5,24.8,67.9,47500.0,24384.0,0.4,1.0,0.0,2.41,3266.0,0.1,12.7,7.5,96.7,52.8,8.0,0.0,0.0,1.0,42.81,48095,64.71244975837874
